du_lieu,nhan
"giúp mình chỗ ngồi mờ quá, mở đèn giúp mình",bat_den
"này, tắt quạt để đỡ ồn nhé",tat_quat
"ơi, tớ cần thêm ánh sáng hộ tôi",bat_den
Cho sáng hơn để xem tài liệu,bat_den
"này, quạt làm mình phân tâm, tắt đi nhé",tat_quat
"góc học tối quá, mở đèn đi!",bat_den
"này, bật đèn để đọc sách đi",bat_den
"giúp mình gió tạt vào người khó chịu, cho quạt nghỉ đi giúp mình",tat_quat
giúp mình chỗ ngồi chưa đủ sáng để học đi,bat_den
làm ơn mở quạt cho thoáng phòng hộ mình,bat_quat
"ơi, không cần sáng nữa đi",tat_den
tắt đèn trong phòng đi giúp tôi,tat_den
"ơi, bàn học nóng quá giúp tôi",bat_quat
"giúp tôi không muốn quạt nữa, thôi không cần quạt nữa với",tat_quat
giúp mình mình rất cần mở đèn để đọc rõ hơn giúp mình,bat_den
"này, mở đèn học đi",bat_den
làm ơn bàn học bí quá giúp tôi,bat_quat
giúp tôi ngay mở đèn giúp mình,bat_den
làm ơn bật đèn học để đọc sách với,bat_den
bật quạt để ôn bài cho dễ chịu,bat_quat
làm ơn bớt đèn học lại đi,tat_den
"mình muốn nghỉ, tắt đèn đi hộ mình",tat_den
"giúp mình gió tạt vào người khó chịu, ngừng quạt lại",tat_quat
làm ơn tớ cần mở đèn để đọc rõ hơn hộ tôi,bat_den
"này, không cần quạt nữa, tắt quạt đi giúp tôi",tat_quat
mình đang cần không khí thoáng hơn hộ mình,bat_quat
làm ơn cho yên hơn để đọc yên tĩnh đi,tat_quat
"ơi, không khí bí bách quá, cho mát hơn với",bat_quat
"giúp mình góc học hầm quá, cho mát hơn nhé",bat_quat
tắt quạt trong phòng cho mình.,tat_quat
"giúp tôi sáng quá, bớt sáng lại nhé",tat_den
"này, tớ muốn tắt đèn hộ tôi",tat_den
"giúp tôi lạnh rồi, cho quạt nghỉ đi giúp mình",tat_quat
"này, tớ muốn mát hơn giúp tôi",bat_quat
"này, tối mắt quá, bật đèn lên nhé",bat_den
"không đủ sáng, cho sáng hơn đi",bat_den
giúp mình em rất cần mát hơn nhé,bat_quat
"không cần sáng nữa, giảm ánh sáng đi!",tat_den
"không cần quạt nữa, thôi không cần quạt nữa đi",tat_quat
giúp mình bây giờ mở đèn học hộ tôi,bat_den
"mình thấy đủ mát rồi, tắt quạt nhé hộ mình",tat_quat
"giúp mình mát rồi, ngừng quạt lại đi",tat_quat
giúp mình đèn sáng quá giúp mình,tat_den
giúp mình mình cần mát hơn đi,bat_quat
"này, góc học tối quá, cho sáng hơn nhé",bat_den
"ơi, đủ mát rồi, ngừng quạt lại với",tat_quat
làm ơn tắt đèn bàn cho mình hộ tôi,tat_den
"giúp mình chói mắt quá, tắt đèn đi đi",tat_den
"giúp mình tối quá, cần thêm ánh sáng với",bat_den
"này, em muốn sáng hơn một chút nhé",bat_den
cho sáng hơn để xem tài liệu đi,bat_den
"này, quạt chạy to quá, thôi không cần quạt nữa với",tat_quat
bớt đèn học lại giúp tôi,tat_den
"này, tôi muốn yên tĩnh hơn nên tắt quạt với",tat_quat
giúp tôi cho mát hơn để xem bài giúp tôi,bat_quat
"này, mở quạt điện để dễ chịu hơn hộ tôi",bat_quat
"ơi, cần sáng hơn để xem bài hộ mình",bat_den
bật đèn học lên!,bat_den
"làm ơn không thoáng chút nào, mở quạt đi giúp tôi",bat_quat
"giúp tôi không thoáng chút nào, bật quạt lên đi",bat_quat
"giúp mình tối quá, cho sáng hơn đi",bat_den
"này, mình chuẩn bị ngủ nên tắt đèn với",tat_den
"giúp mình phòng tự học không thoáng, mở quạt đi hộ mình",bat_quat
làm ơn cho yên hơn để tập trung đi,tat_quat
làm ơn giảm ánh sáng lại giúp tôi,tat_den
giúp mình lúc này mở ánh sáng hộ mình,bat_den
giúp tôi anh thấy chói mắt quá,tat_den
giúp mình anh thấy lạnh rồi nhé,tat_quat
giúp mình em muốn thêm ánh sáng hộ mình,bat_den
tôi cần không khí thoáng hơn!,bat_quat
"ơi, phòng học hầm quá, cho mát hơn nhé",bat_quat
"này, lúc này mở đèn giúp mình",bat_den
giúp tôi lúc này mở quạt bàn hộ tôi,bat_quat
giúp tôi tắt đèn học đi,tat_den
"giúp mình quạt chạy to quá, thôi không cần quạt nữa giúp tôi",tat_quat
"này, bật quạt với",bat_quat
tôi muốn mở đèn để đọc rõ hơn!,bat_den
"này, cho mát hơn để viết bài hộ mình",bat_quat
"ơi, tắt quạt bàn",tat_quat
"giúp mình oi quá, cần gió một chút giúp mình",bat_quat
giúp mình mình thấy chói mắt quá giúp mình,tat_den
"này, không đủ sáng, bật đèn lên",bat_den
bật ánh sáng để làm bài đi,bat_den
"lạnh rồi, ngừng quạt lại nhé",tat_quat
"giúp tôi lạnh quá, ngừng quạt lại với",tat_quat
"này, góc học chưa đủ sáng để học hộ tôi",bat_den
"chói mắt quá, tắt đèn đi nhé",tat_den
"giúp tôi thiếu ánh sáng quá, cần thêm ánh sáng với",bat_den
"giúp mình mình muốn tập trung, tắt quạt đi",tat_quat
giảm ánh sáng giúp mình để đỡ chói giúp tôi,tat_den
tắt đèn trong phòng để nghỉ mắt với,tat_den
"ơi, gió tạt vào người khó chịu, tắt quạt đi nhé",tat_quat
"này, bàn học bí quá với",bat_quat
giúp mình tắt ánh sáng để chuẩn bị ngủ giúp mình,tat_den
"ơi, cho tối hơn để ngủ với",tat_den
"không khí bí bách quá, cần gió một chút giúp mình",bat_quat
"ơi, tắt quạt điện cho mình",tat_quat
giúp tôi tắt ánh sáng để nghỉ mắt nhé,tat_den
"ơi, bật đèn bàn để học giúp mình",bat_den
giúp mình lúc này bật đèn bàn nhé,bat_den
"này, tôi muốn thêm ánh sáng nhé",bat_den
"ơi, mình muốn đọc yên tĩnh, tắt quạt đi giúp tôi",tat_quat
"cần mát hơn, bật quạt lên giúp tôi",bat_quat
"ơi, cho mát hơn để đọc tài liệu đi",bat_quat
"này, tắt đèn bàn để nghỉ mắt giúp mình",tat_den
"giúp mình không thấy rõ, mở đèn đi",bat_den
"làm ơn góc học tối quá, cần thêm ánh sáng hộ mình",bat_den
làm ơn tớ cần bật đèn với,bat_den
"làm ơn không muốn quạt nữa, cho quạt nghỉ đi với",tat_quat
"ơi, gió tạt vào người khó chịu giúp tôi",tat_quat
giúp tôi mát rồi hộ tôi,tat_quat
"này, quạt ồn quá, tắt quạt đi nhé",tat_quat
giúp mình anh rất cần bật đèn,bat_den
"sáng quá, bớt sáng lại hộ mình",tat_den
"này, tôi cần sáng hơn một chút hộ tôi",bat_den
"này, tắt đèn trong phòng để chuẩn bị ngủ giúp tôi",tat_den
giúp mình anh rất cần mát hơn giúp mình,bat_quat
"làm ơn mồ hôi bắt đầu ra rồi, bật quạt lên giúp tôi",bat_quat
"này, tôi thấy chói mắt quá giúp tôi",tat_den
"giúp mình gió lùa khó chịu quá, tắt quạt đi nhé",tat_quat
"giúp tôi quạt làm mình lạnh, tắt quạt đi nhé",tat_quat
tắt quạt trong phòng hộ tôi,tat_quat
"ơi, tắt đèn đi nhé",tat_den
giúp tôi anh muốn mở quạt ngay nhé,bat_quat
"này, mở đèn học để học nhé",bat_den
"ơi, tôi không cần đèn nữa hộ mình",tat_den
"này, đủ mát rồi, thôi không cần quạt nữa nhé",tat_quat
"ơi, không cần sáng nữa, mình sắp nghỉ mắt giúp tôi",tat_den
"này, phòng hơi tối, cần thêm ánh sáng đi",bat_den
giúp tôi ra mồ hôi rồi,bat_quat
"ơi, đèn sáng quá, tắt đèn đi",tat_den
"giúp tôi ánh sáng mạnh quá, cho dịu ánh sáng hơn giúp mình",tat_den
"giúp tôi không khí bí bách quá, cho mát hơn giúp tôi",bat_quat
giúp tôi tắt đèn trong phòng để nghỉ mắt,tat_den
"này, tớ muốn bật đèn giúp tôi",bat_den
mở đèn cho mình làm bài nhé,bat_den
mình cần gió để học tiếp đi,bat_quat
làm ơn bật quạt để học cho dễ chịu giúp tôi,bat_quat
bật đèn bàn lên hộ tôi,bat_den
"này, bật đèn để làm bài đi",bat_den
"làm ơn phòng nóng thật, mở quạt đi hộ tôi",bat_quat
"này, em muốn yên tĩnh hơn nên tắt quạt giúp tôi",tat_quat
giúp tôi em muốn tắt đèn giúp tôi,tat_den
"ơi, tắt đèn học để chuẩn bị ngủ hộ mình",tat_den
"ơi, phòng hơi tối, mở đèn đi",bat_den
"giúp tôi sáng quá, cho dịu ánh sáng hơn",tat_den
"ơi, anh muốn ánh sáng dịu hơn với",tat_den
"này, gắt quá, bớt sáng lại nhé",tat_den
"ơi, đủ mát rồi, thôi không cần quạt nữa giúp tôi",tat_quat
"ơi, tắt quạt vì lạnh rồi giúp tôi",tat_quat
"này, bớt đèn đi nhé",tat_den
làm ơn mình đang cần bật quạt với,bat_quat
"giúp tôi thấy nóng nực quá, cần gió một chút hộ mình",bat_quat
"giúp tôi phòng bí bách quá, bật quạt giúp mình với",bat_quat
"này, phòng hơi tối, mở đèn đi đi",bat_den
làm ơn bật đèn để đọc tài liệu giúp mình,bat_den
"này, lạnh quá hộ mình",tat_quat
giúp mình mở quạt trong phòng lên giúp tôi,bat_quat
"giúp tôi nóng quá, cần gió một chút nhé",bat_quat
tớ cần sáng hơn một chút giúp tôi,bat_den
tắt đèn trong phòng đi hộ mình,tat_den
"không cần sáng nữa, cho dịu ánh sáng hơn giúp tôi",tat_den
em muốn tắt quạt.,tat_quat
"giúp mình mờ quá, cho sáng hơn giúp tôi",bat_den
làm ơn bật đèn trong phòng để học nhé,bat_den
"này, phòng đang sáng quá, cho dịu ánh sáng hơn nhé",tat_den
"giúp tôi quạt ồn quá, cho quạt nghỉ đi nhé",tat_quat
giúp tôi tắt quạt bàn đi với,tat_quat
giúp tôi anh thấy lạnh rồi giúp tôi,tat_quat
"này, phòng bí quá nhé",bat_quat
"mình muốn nghỉ mắt, tắt đèn đi",tat_den
giúp mình tắt đèn hộ tôi,tat_den
"ơi, phòng đang sáng quá, giảm ánh sáng đi với",tat_den
"này, anh muốn thêm ánh sáng đi",bat_den
làm ơn bớt đèn học đi giúp mình,tat_den
"ơi, giảm đèn bàn đi với",tat_den
"mình muốn thư giãn, tắt quạt đi đi",tat_quat
Mở ánh sáng để đọc sách,bat_den
anh rất cần sáng hơn một chút.,bat_den
"giúp mình không thoáng chút nào, mở quạt đi với",bat_quat
"này, bí quá, bật quạt lên hộ mình",bat_quat
làm ơn bật quạt để học cho dễ chịu giúp mình,bat_quat
tắt đèn học đi giúp mình,tat_den
"giúp tôi khó chịu vì chói, giảm ánh sáng đi giúp tôi",tat_den
"ơi, không cần sáng nữa, mình sắp chợp mắt",tat_den
"giúp tôi không cần quạt nữa, cho quạt nghỉ đi đi",tat_quat
"đủ sáng rồi, cho dịu ánh sáng hơn đi",tat_den
giúp tôi mình cần quạt để viết bài với,bat_quat
giúp mình ra mồ hôi rồi nhé,bat_quat
giúp tôi tối quá hộ tôi,bat_den
"ơi, ánh sáng làm mình mỏi mắt, giảm ánh sáng đi hộ tôi",tat_den
"Quạt thổi vào người lạnh quá, tắt đi",tat_quat
cho yên hơn để đọc yên tĩnh,tat_quat
"ơi, ngay bật đèn học hộ tôi",bat_den
làm ơn tôi thấy chói mắt quá hộ tôi,tat_den
"làm ơn quạt đâu rồi, bật lên đi nhé",bat_quat
giúp tôi mở quạt lên hộ mình,bat_quat
"giúp tôi chỗ này tối thật, cần thêm ánh sáng với",bat_den
"Quạt mạnh quá, ngừng quạt lại",tat_quat
"ơi, mở đèn học để làm bài nhé",bat_den
"này, tôi muốn tắt quạt hộ mình",tat_quat
"này, phòng tự học chưa đủ sáng để học hộ tôi",bat_den
"làm ơn đủ mát rồi, tắt quạt đi với",tat_quat
giúp tôi anh rất cần không khí thoáng hơn hộ tôi,bat_quat
bây giờ mở đèn học hộ tôi,bat_den
"này, khó đọc quá, cho sáng lên đi giúp tôi",bat_den
giúp tôi giảm đèn học đi nhé,tat_den
"ơi, thiếu ánh sáng quá hộ mình",bat_den
"giúp tôi quạt chạy to quá, thôi không cần quạt nữa hộ mình",tat_quat
"này, đèn sáng quá, cho dịu ánh sáng hơn hộ mình",tat_den
"giúp mình không cần quạt nữa, cho quạt nghỉ đi với",tat_quat
tắt quạt bàn để đỡ ồn đi,tat_quat
"này, ánh sáng mạnh quá, giảm ánh sáng đi",tat_den
làm ơn tôi đang cần bật quạt đi,bat_quat
"giúp mình khí trong phòng ngột ngạt, cần gió một chút giúp mình",bat_quat
"ơi, không cần sáng nữa, mình sắp ngủ hộ mình",tat_den
tắt quạt bàn đi nhé,tat_quat
"làm ơn đèn gắt quá, giảm ánh sáng đi đi",tat_den
anh rất cần mát hơn giúp tôi,bat_quat
"này, quạt làm mình lạnh nhé",tat_quat
"ơi, bật đèn trong phòng cho mình hộ tôi",bat_den
lúc này mở quạt nhé,bat_quat
làm ơn tôi muốn mở quạt ngay giúp mình,bat_quat
làm ơn ngay bây giờ bật đèn nhé,bat_den
giúp tôi em đang cần bật quạt hộ mình,bat_quat
"ơi, ngay bây giờ mở đèn bàn với",bat_den
"ơi, mình muốn đọc yên tĩnh, tắt quạt đi với",tat_quat
"quạt làm mình lạnh, ngừng quạt lại.",tat_quat
"gió vào mặt khó chịu quá, tắt quạt đi nhé",tat_quat
em muốn yên tĩnh hơn nên tắt quạt giúp tôi,tat_quat
bàn học nóng quá.,bat_quat
"chỗ này tối thật, cho sáng hơn với",bat_den
"ơi, quạt chạy to quá, ngừng quạt lại giúp tôi",tat_quat
"này, anh muốn mở quạt ngay giúp mình",bat_quat
làm ơn tắt đèn để thư giãn,tat_den
"này, ánh sáng mạnh quá, giảm ánh sáng đi nhé",tat_den
giúp tôi tắt quạt cho mình giúp tôi,tat_quat
làm ơn khí trong phòng ngột ngạt nhé,bat_quat
giúp mình mình cần quạt để đọc sách giúp tôi,bat_quat
"chỗ ngồi mờ quá, mở đèn giúp mình",bat_den
mình rất cần không khí thoáng hơn với,bat_quat
"ơi, tắt đèn học cho mình đi",tat_den
giúp tôi mình muốn tắt đèn với,tat_den
làm ơn anh rất cần bật quạt nhé,bat_quat
tắt quạt cho mình nhé,tat_quat
"này, đèn sáng quá, bớt sáng lại đi",tat_den
"thấy nóng nực quá, cho mát hơn đi",bat_quat
"ơi, quạt đang thổi mạnh quá, cho quạt nghỉ đi giúp mình",tat_quat
"này, phòng ngột ngạt quá, bật quạt lên hộ tôi",bat_quat
giúp tôi mình rất cần bật quạt nhé,bat_quat
giúp tôi mát rồi giúp mình,tat_quat
giúp mình góc học nóng quá hộ mình,bat_quat
"giúp mình gió tạt vào người khó chịu, thôi không cần quạt nữa giúp mình",tat_quat
"làm ơn khó nhìn quá, bật đèn lên giúp mình",bat_den
"làm ơn quạt đang thổi mạnh quá, ngừng quạt lại hộ tôi",tat_quat
giúp mình tắt quạt để đọc yên tĩnh,tat_quat
mình nhìn không rõ!,bat_den
"giúp tôi góc học tối quá, mở đèn đi hộ mình",bat_den
làm ơn thôi đừng quạt nữa giúp mình,tat_quat
giúp mình tôi muốn tắt đèn giúp mình,tat_den
"căn phòng ngột ngạt quá, bật quạt lên đi",bat_quat
"ơi, chỗ ngồi nóng quá giúp tôi",bat_quat
"giúp tôi quạt đang thổi mạnh quá, tắt quạt đi hộ tôi",tat_quat
"này, mình muốn thư giãn, tắt đèn đi hộ tôi",tat_den
"ơi, mình muốn yên tĩnh hơn, tắt quạt nhé với",tat_quat
"này, quạt đang thổi mạnh quá, ngừng quạt lại hộ mình",tat_quat
"quạt mạnh quá, tắt quạt đi hộ tôi",tat_quat
Tắt quạt trong phòng vì lạnh rồi,tat_quat
"này, tôi đang cần sáng hơn một chút giúp mình",bat_den
giúp tôi em muốn yên tĩnh hơn nên tắt quạt,tat_quat
giúp mình tớ đang cần mở đèn để đọc rõ hơn đi,bat_den
"ơi, đủ mát rồi, cho quạt nghỉ đi giúp mình",tat_quat
"Thấy nóng nực quá, bật quạt lên",bat_quat
"giúp tôi chữ mờ quá, bật đèn lên với",bat_den
giúp tôi ra mồ hôi rồi nhé,bat_quat
làm ơn bật đèn học cho mình giúp tôi,bat_den
làm ơn cho tối hơn để chợp mắt hộ tôi,tat_den
làm ơn đèn rọi vào mắt khó chịu quá giúp mình,tat_den
"này, bớt ánh sáng lại giúp tôi",tat_den
giúp tôi bật đèn học với,bat_den
"này, mình muốn tắt đèn giúp tôi",tat_den
giúp tôi gió lùa khó chịu quá hộ tôi,tat_quat
giúp mình đèn gắt quá giúp mình,tat_den
"này, tớ cần mở đèn để đọc rõ hơn đi",bat_den
"giúp tôi đủ mát rồi, ngừng quạt lại",tat_quat
"ơi, tối quá, cho sáng hơn nhé",bat_den
làm ơn bật quạt bàn để mát hơn giúp mình,bat_quat
làm ơn mình chuẩn bị ngủ nên tắt đèn hộ mình,tat_den
mở quạt để viết bài hộ mình,bat_quat
"giúp tôi đủ sáng rồi, tắt đèn đi",tat_den
"này, không cần sáng nữa, tắt đèn đi với",tat_den
"làm ơn hơi lạnh rồi, tắt quạt đi với",tat_quat
"làm ơn quạt chạy to quá, thôi không cần quạt nữa",tat_quat
làm ơn tôi muốn sáng hơn một chút nhé,bat_den
"phòng hầm quá, bật quạt lên đi",bat_quat
giúp tôi phòng đang sáng quá hộ mình,tat_den
làm ơn cho mát hơn để ôn bài hộ tôi,bat_quat
làm ơn anh rất cần sáng hơn một chút đi,bat_den
giúp tôi mình không cần quạt nữa đi,tat_quat
làm ơn mình cần gió để học tiếp,bat_quat
"giúp tôi thiếu ánh sáng quá, cần thêm ánh sáng",bat_den
"giúp mình hơi lạnh rồi, ngừng quạt lại",tat_quat
"làm ơn lạnh rồi, tắt quạt đi giúp mình",tat_quat
bật quạt điện để mát hơn nhé,bat_quat
"làm ơn gió tạt vào người khó chịu, tắt quạt đi hộ tôi",tat_quat
"này, gắt quá giúp tôi",tat_den
giúp mình căn phòng tối quá,bat_den
"làm ơn phòng học không thoáng, mở quạt đi hộ tôi",bat_quat
chỗ ngồi bí quá hộ tôi,bat_quat
thôi đừng quạt nữa nhé,tat_quat
em không cần quạt nữa!,tat_quat
"làm ơn bí quá, mở quạt đi hộ tôi",bat_quat
giúp tôi bật ánh sáng với,bat_den
"lạnh quá, tắt quạt đi đi",tat_quat
"giúp mình góc học hơi tối, bật đèn lên hộ mình",bat_den
anh rất cần sáng hơn một chút nhé,bat_den
giúp mình ngay bây giờ mở quạt trong phòng hộ mình,bat_quat
giúp tôi cho mát hơn để xem bài hộ tôi,bat_quat
làm ơn tắt đèn học đi đi,tat_den
"ơi, đèn chưa đủ sáng, bật đèn lên hộ mình",bat_den
"mình muốn thư giãn, tắt quạt đi hộ tôi",tat_quat
làm ơn em cần mở quạt ngay với,bat_quat
"giúp tôi đủ mát rồi, ngừng quạt lại hộ tôi",tat_quat
giúp tôi tôi muốn sáng hơn một chút hộ mình,bat_den
giúp tôi tôi muốn mát hơn giúp mình,bat_quat
"này, phòng nóng thật, bật quạt lên với",bat_quat
"giúp mình mắt mỏi vì đèn quá sáng, cho dịu ánh sáng hơn đi",tat_den
"giúp mình phòng tự học mờ quá, mở đèn giúp mình hộ tôi",bat_den
em đang cần mát hơn nhé,bat_quat
"ơi, quạt làm mình lạnh, ngừng quạt lại với",tat_quat
"không thoáng chút nào, cho mát hơn nhé",bat_quat
"ơi, gió tạt vào người khó chịu hộ mình",tat_quat
giúp tôi lúc này mở đèn giúp tôi,bat_den
làm ơn lúc này bật đèn bàn giúp tôi,bat_den
giúp mình tớ thấy chói mắt quá hộ mình,tat_den
"ơi, nóng quá, bật quạt lên giúp tôi",bat_quat
giúp mình mở đèn lên để mình tập trung học hộ mình,bat_den
giúp tôi ngay mở đèn học giúp tôi,bat_den
giúp tôi bật quạt để viết bài cho dễ chịu với,bat_quat
tắt đèn cho dễ thư giãn,tat_den
chỗ ngồi thiếu sáng quá đi,bat_den
giúp tôi anh cần bật quạt hộ tôi,bat_quat
"ơi, ra mồ hôi rồi, cần gió một chút hộ mình",bat_quat
giúp tôi tôi muốn yên tĩnh hơn nên tắt quạt hộ mình,tat_quat
em rất cần thêm ánh sáng nhé,bat_den
"này, gió lùa khó chịu quá với",tat_quat
"giúp mình chói mắt quá, bớt sáng lại hộ mình",tat_den
"này, bật quạt bàn giúp mình",bat_quat
làm ơn chỗ ngồi tối quá nhé,bat_den
"này, em cần không khí thoáng hơn giúp tôi",bat_quat
"ơi, quạt ồn quá, thôi không cần quạt nữa nhé",tat_quat
"giúp mình không cần quạt nữa, tắt quạt đi giúp mình",tat_quat
"làm ơn gió lùa khó chịu quá, thôi không cần quạt nữa nhé",tat_quat
"làm ơn đủ mát rồi, cho quạt nghỉ đi hộ tôi",tat_quat
"ơi, ngay bật đèn nhé",bat_den
làm ơn mở quạt trong phòng để tiếp tục học hộ mình,bat_quat
giúp mình lúc này mở ánh sáng hộ tôi,bat_den
"ơi, phòng tự học chưa đủ sáng để học",bat_den
"giúp tôi bí quá, bật quạt lên nhé",bat_quat
giúp tôi cho yên hơn để tập trung nhé,tat_quat
giúp mình anh rất cần bật đèn với,bat_den
giúp mình bàn học thiếu sáng quá hộ mình,bat_den
mờ quá nhé,bat_den
"làm ơn thấy nóng nực quá, bật quạt lên hộ tôi",bat_quat
giúp tôi em đang cần không khí thoáng hơn giúp mình,bat_quat
"này, phòng đang sáng quá, bớt sáng lại hộ mình",tat_den
"giúp tôi quạt chạy to quá, cho quạt nghỉ đi hộ tôi",tat_quat
"làm ơn đèn rọi mạnh quá, tắt đèn đi hộ tôi",tat_den
"ơi, không cần quạt nữa, thôi không cần quạt nữa hộ tôi",tat_quat
làm ơn giảm đèn bàn đi hộ mình,tat_den
"ơi, tắt quạt để thư giãn",tat_quat
"làm ơn góc học tối quá, bật đèn lên giúp mình",bat_den
thiếu sáng quá hộ tôi,bat_den
"giúp mình mờ quá, cho sáng hơn",bat_den
làm ơn tắt quạt bàn hộ tôi,tat_quat
"ơi, tôi rất cần mở quạt ngay hộ mình",bat_quat
tắt quạt đi hộ tôi,tat_quat
"này, quạt làm mình lạnh, ngừng quạt lại đi",tat_quat
không cần sáng nữa!,tat_den
giúp tôi bớt đèn đi hộ mình,tat_den
"ơi, tắt quạt trong phòng đi nhé",tat_quat
làm ơn em muốn yên tĩnh hơn nên tắt quạt với,tat_quat
"ơi, chói mắt quá, bớt sáng lại hộ tôi",tat_den
giúp tôi em thấy lạnh rồi giúp tôi,tat_quat
giúp mình tắt đèn trong phòng để chuẩn bị ngủ giúp tôi,tat_den
"này, không thấy rõ, cho sáng hơn",bat_den
"làm ơn lạnh quá, ngừng quạt lại với",tat_quat
"này, quạt đang thổi mạnh quá, tắt quạt đi",tat_quat
anh đang cần không khí thoáng hơn giúp tôi,bat_quat
giúp mình phòng đang sáng quá hộ mình,tat_den
"phòng hầm quá, cần gió một chút.",bat_quat
"ơi, ngay mở đèn bàn đi",bat_den
"làm ơn oi bức quá, bật quạt lên đi",bat_quat
"ơi, góc học hơi tối, bật đèn lên với",bat_den
"này, sáng quá, tắt đèn đi với",tat_den
"Không thấy rõ, mở đèn đi",bat_den
giúp mình anh rất cần bật quạt,bat_quat
làm ơn bật quạt để xem bài cho dễ chịu,bat_quat
anh muốn tắt quạt hộ mình,tat_quat
"này, mờ mờ quá, bật đèn lên hộ tôi",bat_den
giúp mình mình rất cần mở quạt ngay nhé,bat_quat
"ơi, gió lùa khó chịu quá, cho quạt nghỉ đi nhé",tat_quat
giúp tôi mình muốn mát hơn nhé,bat_quat
"ơi, em rất cần mát hơn hộ tôi",bat_quat
giúp tôi anh muốn tắt đèn,tat_den
"ánh sáng làm mình mỏi mắt, giảm ánh sáng đi",tat_den
"này, quạt ồn quá, tắt quạt đi đi",tat_quat
giúp mình bật đèn để đọc sách hộ tôi,bat_den
giúp mình bớt đèn đi hộ mình,tat_den
"ơi, mình cần bật đèn hộ tôi",bat_den
giúp mình tắt quạt bàn vì lạnh rồi đi,tat_quat
"giúp tôi nóng nực quá, cần quạt ngay",bat_quat
"giúp tôi phòng nóng thật, mở quạt đi giúp tôi",bat_quat
"giúp tôi quạt làm mình phân tâm, tắt đi",tat_quat
"lạnh quá, ngừng quạt lại hộ mình",tat_quat
"giúp mình quạt mạnh quá, ngừng quạt lại với",tat_quat
giúp tôi ngay bây giờ mở quạt trong phòng giúp mình,bat_quat
"này, quạt ồn quá, tắt quạt đi hộ mình",tat_quat
"làm ơn khó chịu vì nóng, cho mát hơn với",bat_quat
"ơi, bật đèn để học với",bat_den
tớ muốn bật quạt giúp tôi,bat_quat
"này, quạt đang thổi mạnh quá, tắt quạt đi hộ mình",tat_quat
"này, gió tạt vào người khó chịu giúp tôi",tat_quat
giúp mình anh muốn tắt đèn hộ tôi,tat_den
"đủ mát rồi, cho quạt nghỉ đi đi",tat_quat
"làm ơn quạt ồn quá, cho quạt nghỉ đi đi",tat_quat
làm ơn cho mát hơn để ôn bài đi,bat_quat
"oi quá, cho mát hơn đi",bat_quat
tớ đang cần thêm ánh sáng đi,bat_den
tắt quạt điện vì lạnh rồi đi,tat_quat
"này, mình muốn chợp mắt, tắt đèn đi giúp tôi",tat_den
"này, anh không cần quạt nữa đi",tat_quat
"này, gió tạt vào người khó chịu, cho quạt nghỉ đi đi",tat_quat
giúp tôi bật quạt trong phòng để mát hơn giúp tôi,bat_quat
"làm ơn mắt mỏi vì đèn quá sáng, cho dịu ánh sáng hơn hộ tôi",tat_den
làm ơn lúc này mở đèn bàn,bat_den
giúp tôi mở đèn trong phòng để học giúp tôi,bat_den
làm ơn tôi đang cần mở đèn để đọc rõ hơn hộ mình,bat_den
làm ơn mở ánh sáng để đọc sách hộ tôi,bat_den
giúp mình anh đang cần bật đèn,bat_den
"ơi, mở đèn cho mình ghi chép giúp mình",bat_den
"lạnh quá, tắt quạt đi",tat_quat
"ơi, em rất cần mát hơn đi",bat_quat
"ơi, góc học tối quá",bat_den
giúp mình mở đèn để làm bài hộ tôi,bat_den
tớ cần không khí thoáng hơn giúp tôi,bat_quat
tôi muốn mở đèn để đọc rõ hơn hộ tôi,bat_den
"này, khí trong phòng ngột ngạt, mở quạt đi giúp mình",bat_quat
"ơi, mở đèn bàn",bat_den
"này, tắt đèn để ngủ với",tat_den
"giúp mình khó chịu vì chói, bớt sáng lại",tat_den
"này, nóng quá, mở quạt đi với",bat_quat
"này, gió lùa khó chịu quá, ngừng quạt lại hộ tôi",tat_quat
giúp tôi phòng hầm quá hộ mình,bat_quat
"này, góc học mờ quá, mở đèn giúp mình hộ mình",bat_den
anh thấy chói mắt quá!,tat_den
làm ơn tớ cần thêm ánh sáng nhé,bat_den
"ơi, mở quạt cho mình giúp mình",bat_quat
làm ơn mình đang cần bật quạt,bat_quat
"giúp mình không muốn quạt nữa, ngừng quạt lại với",tat_quat
"này, hơi lạnh rồi, ngừng quạt lại giúp tôi",tat_quat
giúp mình bây giờ mở quạt trong phòng,bat_quat
cho sáng hơn để đọc tài liệu.,bat_den
"ơi, không thấy rõ, bật đèn lên giúp tôi",bat_den
"giúp mình không cần sáng nữa, bớt sáng lại đi",tat_den
giúp tôi ngay bật quạt trong phòng hộ mình,bat_quat
"này, tối thế này khó học quá hộ mình",bat_den
"làm ơn khó chịu vì chói, bớt sáng lại hộ mình",tat_den
"này, bàn học thiếu sáng quá nhé",bat_den
